30000 30000
20524 23482 1073741823
991 23252 1073741823
14154 22462 1073741823
16820 22486 1073741823
17662 23166 1073741823
9457 18658 1073741823
20035 23963 1073741823
29313 29953 1073741823
18553 23613 1073741823
7398 11395 1073741823
7516 14811 1073741823
22480 22631 1073741823
1539 8175 1073741823
2542 7352 1073741823
25 2685 1073741823
4356 19838 1073741823
2209 13594 1073741823
3134 10934 1073741823
22758 24087 1073741823
8388 13279 1073741823
14753 24824 1073741823
27790 28142 1073741823
22447 23121 1073741823
7034 12543 1073741823
5873 19896 1073741823
21147 24353 1073741823
789 26250 1073741823
26068 28409 1073741823
7093 23444 1073741823
2982 8341 1073741823
13039 23803 1073741823
839 16591 1073741823
709 7116 1073741823
24820 28407 1073741823
1766 28761 1073741823
29831 29973 1073741823
25373 25478 1073741823
2332 22425 1073741823
24264 27186 1073741823
9745 14686 1073741823
2380 22558 1073741823
26748 28448 1073741823
10038 10698 1073741823
28322 29649 1073741823
18373 22616 1073741823
980 8647 1073741823
7479 11440 1073741823
7612 10884 1073741823
7057 15089 1073741823
10922 23380 1073741823
20163 25959 1073741823
6696 11546 1073741823
18394 24227 1073741823
21460 24656 1073741823
27256 28899 1073741823
4207 13561 1073741823
11905 21884 1073741823
18737 25652 1073741823
10776 17466 1073741823
12639 26975 1073741823
666 22001 1073741823
28192 29747 1073741823
19720 25382 1073741823
141 28849 1073741823
21723 23643 1073741823
5639 26239 1073741823
8915 16501 1073741823
13005 17343 1073741823
21057 28489 1073741823
27341 29751 1073741823
9637 28110 1073741823
7355 11222 1073741823
14954 15863 1073741823
25441 26339 1073741823
9425 13017 1073741823
12598 17849 1073741823
2092 2712 1073741823
18993 24811 1073741823
2588 27674 1073741823
4063 25761 1073741823
26940 27612 1073741823
21428 21700 1073741823
28208 28738 1073741823
9119 21827 1073741823
20664 22978 1073741823
17632 22123 1073741823
24377 25433 1073741823
20766 23732 1073741823
6558 17544 1073741823
10676 21228 1073741823
24395 24851 1073741823
13645 28626 1073741823
14674 21733 1073741823
7088 10939 1073741823
5354 11402 1073741823
29661 29794 1073741823
541 18777 1073741823
6232 10073 1073741823
19136 21789 1073741823
5573 10993 1073741823
120 27710 1073741823
26549 27713 1073741823
2587 14952 1073741823
656 19019 1073741823
10117 14437 1073741823
4820 7466 1073741823
17772 26536 1073741823
18636 29017 1073741823
12198 13527 1073741823
27204 29990 1073741823
4810 9236 1073741823
6316 13935 1073741823
11492 16276 1073741823
7324 13403 1073741823
317 8329 1073741823
311 13197 1073741823
22394 25400 1073741823
23795 27429 1073741823
15667 24923 1073741823
7880 27553 1073741823
9095 12364 1073741823
6502 17218 1073741823
26398 29426 1073741823
15068 19456 1073741823
29583 29705 1073741823
16790 17457 1073741823
8660 8678 1073741823
11895 21686 1073741823
23291 24434 1073741823
7464 11320 1073741823
21277 25513 1073741823
383 1332 1073741823
28820 29463 1073741823
12867 15301 1073741823
13161 27785 1073741823
6238 9238 1073741823
12556 16711 1073741823
15381 16685 1073741823
792 870 1073741823
7845 8937 1073741823
29045 29134 1073741823
12622 25481 1073741823
3824 8268 1073741823
10596 10867 1073741823
25032 25574 1073741823
23203 28356 1073741823
26298 28198 1073741823
3011 4117 1073741823
8032 9086 1073741823
1052 7071 1073741823
19365 23024 1073741823
1404 3617 1073741823
22396 28631 1073741823
2134 4879 1073741823
20690 21529 1073741823
19278 27498 1073741823
1168 3874 1073741823
19731 20695 1073741823
19206 27641 1073741823
16795 17370 1073741823
1413 13219 1073741823
6581 12061 1073741823
23339 24802 1073741823
28363 28578 1073741823
9796 17970 1073741823
18359 21364 1073741823
2255 3752 1073741823
8151 11684 1073741823
575 17434 1073741823
25700 28597 1073741823
27811 28891 1073741823
23551 29274 1073741823
16601 26589 1073741823
11405 19914 1073741823
27390 29034 1073741823
29509 29708 1073741823
17192 25781 1073741823
8967 28435 1073741823
2344 7027 1073741823
7408 16518 1073741823
11178 11310 1073741823
14123 17453 1073741823
4559 26412 1073741823
9738 17744 1073741823
189 916 1073741823
1573 11696 1073741823
27557 27638 1073741823
12258 15247 1073741823
24358 25916 1073741823
27493 27884 1073741823
10176 16628 1073741823
2394 25401 1073741823
15499 28410 1073741823
17217 22526 1073741823
16937 19805 1073741823
22361 26962 1073741823
14841 18860 1073741823
25937 26480 1073741823
12685 21010 1073741823
28523 29145 1073741823
1631 7665 1073741823
20737 20948 1073741823
4543 9713 1073741823
27164 29026 1073741823
20752 23392 1073741823
10563 20045 1073741823
24116 28814 1073741823
26513 28593 1073741823
19525 29669 1073741823
19211 28606 1073741823
15494 23690 1073741823
9008 20565 1073741823
16281 17815 1073741823
29649 29952 1073741823
22258 24494 1073741823
8738 19826 1073741823
10891 23644 1073741823
738 21364 1073741823
18137 27071 1073741823
29144 29791 1073741823
464 3342 1073741823
2510 7027 1073741823
3907 18228 1073741823
339 1751 1073741823
15294 16887 1073741823
3851 10726 1073741823
10071 12940 1073741823
18842 20197 1073741823
3826 23727 1073741823
2130 7533 1073741823
5348 25834 1073741823
10328 16125 1073741823
26794 28996 1073741823
1837 3434 1073741823
5852 9993 1073741823
29244 29925 1073741823
5468 6208 1073741823
13487 29248 1073741823
24531 28762 1073741823
14215 20808 1073741823
14430 20469 1073741823
26604 27391 1073741823
24708 29470 1073741823
22465 27629 1073741823
24172 27089 1073741823
19580 24923 1073741823
8780 14651 1073741823
12341 22142 1073741823
8229 16228 1073741823
6396 12042 1073741823
12718 24425 1073741823
23152 28297 1073741823
21645 29583 1073741823
21902 26450 1073741823
6349 7679 1073741823
1430 29339 1073741823
21389 21593 1073741823
12884 21238 1073741823
27125 29462 1073741823
7885 11788 1073741823
18543 23273 1073741823
28152 29739 1073741823
23059 25874 1073741823
11232 21833 1073741823
5218 18707 1073741823
19495 26409 1073741823
27448 28518 1073741823
23965 26215 1073741823
16636 24373 1073741823
7185 15192 1073741823
10010 11085 1073741823
21608 29215 1073741823
691 1952 1073741823
20204 24899 1073741823
27027 29964 1073741823
13286 16568 1073741823
19299 27471 1073741823
7790 8764 1073741823
15135 20616 1073741823
20866 22623 1073741823
27851 28642 1073741823
17238 22970 1073741823
15202 22745 1073741823
29419 29443 1073741823
19216 22152 1073741823
15331 28086 1073741823
7072 11266 1073741823
7316 7581 1073741823
7992 14119 1073741823
8795 12611 1073741823
10564 10838 1073741823
28722 29147 1073741823
18864 22684 1073741823
4997 6974 1073741823
26714 27226 1073741823
6978 24451 1073741823
13511 28000 1073741823
9520 29664 1073741823
15893 17946 1073741823
21889 26285 1073741823
18224 25600 1073741823
27818 29872 1073741823
11081 12979 1073741823
28530 28743 1073741823
26244 26263 1073741823
5449 21635 1073741823
5873 9933 1073741823
28892 29819 1073741823
2494 26587 1073741823
1766 3296 1073741823
10411 25482 1073741823
18249 27820 1073741823
23485 27788 1073741823
7261 15087 1073741823
13111 13609 1073741823
1160 29046 1073741823
28102 28471 1073741823
27151 29928 1073741823
12028 26460 1073741823
11563 28378 1073741823
1231 12341 1073741823
5216 12517 1073741823
17539 29584 1073741823
5898 7085 1073741823
13813 19530 1073741823
13881 15733 1073741823
26361 29518 1073741823
22462 26335 1073741823
13591 21203 1073741823
22406 29337 1073741823
2433 25457 1073741823
17191 20522 1073741823
23353 25157 1073741823
29625 29868 1073741823
9121 17098 1073741823
1207 22218 1073741823
24338 26671 1073741823
4165 10120 1073741823
26592 27694 1073741823
2021 4383 1073741823
23742 29265 1073741823
25381 27840 1073741823
12846 13703 1073741823
4810 27350 1073741823
780 10948 1073741823
2387 4407 1073741823
10348 12766 1073741823
6279 8133 1073741823
4081 19760 1073741823
19793 28675 1073741823
10783 20622 1073741823
15821 19003 1073741823
2547 13507 1073741823
2163 22396 1073741823
23282 27143 1073741823
11412 17703 1073741823
28799 29902 1073741823
21330 21471 1073741823
15665 25700 1073741823
661 2204 1073741823
16532 28242 1073741823
26731 29701 1073741823
23631 26500 1073741823
20431 29430 1073741823
28758 28819 1073741823
15998 18097 1073741823
1888 27919 1073741823
9478 11645 1073741823
10140 10446 1073741823
21792 28591 1073741823
7071 15995 1073741823
12863 14979 1073741823
18337 21213 1073741823
20585 23303 1073741823
24298 29205 1073741823
22 2497 1073741823
3463 5450 1073741823
12151 14160 1073741823
27201 28073 1073741823
760 6814 1073741823
17616 21799 1073741823
4841 5135 1073741823
9291 26236 1073741823
8121 22936 1073741823
2531 25673 1073741823
4964 5592 1073741823
19409 22186 1073741823
2576 3227 1073741823
7309 8513 1073741823
10258 25597 1073741823
4673 9690 1073741823
2006 23508 1073741823
17021 21630 1073741823
7454 8999 1073741823
17964 18161 1073741823
25786 28356 1073741823
14791 29962 1073741823
6713 14461 1073741823
3528 17156 1073741823
25103 29024 1073741823
15202 20886 1073741823
14616 17116 1073741823
12655 18943 1073741823
26925 27049 1073741823
3498 5219 1073741823
11252 22313 1073741823
238 5506 1073741823
28668 28921 1073741823
9950 21210 1073741823
29705 29883 1073741823
2039 12307 1073741823
11436 12052 1073741823
24483 29068 1073741823
10263 19701 1073741823
29887 29988 1073741823
25648 27156 1073741823
13695 24115 1073741823
19172 21385 1073741823
13921 14257 1073741823
18622 21625 1073741823
7519 8850 1073741823
12728 29518 1073741823
19817 27190 1073741823
26705 28986 1073741823
26130 27808 1073741823
1455 5314 1073741823
27530 28985 1073741823
11047 22438 1073741823
10956 18233 1073741823
5163 10615 1073741823
11800 22057 1073741823
25155 27419 1073741823
21924 28492 1073741823
20847 28327 1073741823
26767 27709 1073741823
26092 26895 1073741823
12822 23524 1073741823
4869 18785 1073741823
2522 4183 1073741823
17452 27797 1073741823
3969 9592 1073741823
1817 8623 1073741823
20685 28101 1073741823
2594 2774 1073741823
29610 29836 1073741823
14876 20323 1073741823
12987 28335 1073741823
23665 25220 1073741823
23864 28760 1073741823
22882 29604 1073741823
1201 12262 1073741823
16862 18322 1073741823
5686 13791 1073741823
11652 16293 1073741823
5609 12674 1073741823
9654 16381 1073741823
5780 12847 1073741823
18159 18318 1073741823
15272 16832 1073741823
3158 17172 1073741823
373 26863 1073741823
1123 1670 1073741823
8081 14333 1073741823
5857 10602 1073741823
29091 29551 1073741823
29540 29951 1073741823
16447 25594 1073741823
8638 9262 1073741823
759 21027 1073741823
25309 25896 1073741823
16623 25049 1073741823
29462 29559 1073741823
21169 27870 1073741823
11640 21510 1073741823
21507 22250 1073741823
1066 15394 1073741823
21542 28281 1073741823
13879 22922 1073741823
13696 18736 1073741823
6588 26843 1073741823
7244 13557 1073741823
13342 28585 1073741823
13713 29563 1073741823
3761 19743 1073741823
27216 28755 1073741823
6327 9610 1073741823
21250 21624 1073741823
22133 22842 1073741823
2578 22201 1073741823
1677 28820 1073741823
26054 27249 1073741823
12679 15317 1073741823
4243 12153 1073741823
22449 26405 1073741823
22897 24128 1073741823
12585 16151 1073741823
19101 21749 1073741823
13368 21148 1073741823
655 25249 1073741823
21985 22133 1073741823
25371 29896 1073741823
14522 27322 1073741823
17163 27622 1073741823
15867 21846 1073741823
15277 18684 1073741823
11477 17638 1073741823
24793 26718 1073741823
25605 28491 1073741823
5206 18159 1073741823
18856 24069 1073741823
5197 6540 1073741823
27985 29310 1073741823
19965 22272 1073741823
4185 12721 1073741823
18609 19007 1073741823
2166 11042 1073741823
15599 16844 1073741823
12431 21365 1073741823
11251 12348 1073741823
23503 24258 1073741823
2908 8138 1073741823
2505 24393 1073741823
22820 29850 1073741823
1019 14949 1073741823
11221 21966 1073741823
1685 2473 1073741823
4858 11700 1073741823
8795 16799 1073741823
23508 23556 1073741823
26921 27782 1073741823
3663 27028 1073741823
1640 12759 1073741823
13876 22304 1073741823
29150 29357 1073741823
19616 25537 1073741823
9754 28741 1073741823
21941 25224 1073741823
24480 24629 1073741823
1679 2771 1073741823
18577 26077 1073741823
1914 2468 1073741823
25008 28370 1073741823
9826 13479 1073741823
26736 28483 1073741823
3467 15139 1073741823
25426 25603 1073741823
21122 29093 1073741823
18541 26877 1073741823
29011 29616 1073741823
29262 29680 1073741823
2044 6071 1073741823
22275 26985 1073741823
26146 28137 1073741823
13683 17729 1073741823
17667 20518 1073741823
11505 22790 1073741823
15276 18099 1073741823
29456 29936 1073741823
17259 25750 1073741823
7096 11475 1073741823
24712 26611 1073741823
10105 29707 1073741823
17200 20408 1073741823
19488 23811 1073741823
29874 29973 1073741823
11144 17702 1073741823
25838 28460 1073741823
27827 28102 1073741823
27657 28700 1073741823
27417 28138 1073741823
5222 14829 1073741823
28736 29865 1073741823
16594 21409 1073741823
11149 27636 1073741823
767 11185 1073741823
23642 23904 1073741823
13876 16293 1073741823
25161 27740 1073741823
12866 27895 1073741823
10199 23163 1073741823
10938 17829 1073741823
6964 29799 1073741823
3677 27822 1073741823
10578 25978 1073741823
1444 9937 1073741823
28475 28900 1073741823
6306 28137 1073741823
5545 24995 1073741823
29526 29567 1073741823
2768 7036 1073741823
8709 12329 1073741823
3711 7731 1073741823
21495 22376 1073741823
17511 19244 1073741823
5537 11307 1073741823
16570 25562 1073741823
25043 26897 1073741823
17145 25612 1073741823
21299 23976 1073741823
4871 6086 1073741823
2538 21824 1073741823
13441 17392 1073741823
6557 23716 1073741823
25682 27197 1073741823
5023 28539 1073741823
5249 16489 1073741823
357 20524 1073741823
23118 24426 1073741823
25402 27256 1073741823
638 29406 1073741823
1843 20328 1073741823
16371 18129 1073741823
19558 20706 1073741823
10367 29293 1073741823
9815 25152 1073741823
29690 29793 1073741823
29875 29925 1073741823
12690 24541 1073741823
833 20048 1073741823
26467 29123 1073741823
17941 29742 1073741823
20552 27500 1073741823
9735 21185 1073741823
11248 13117 1073741823
29027 29496 1073741823
21812 25492 1073741823
17634 28367 1073741823
4775 18701 1073741823
217 27446 1073741823
21871 27831 1073741823
7857 12335 1073741823
23124 27037 1073741823
1383 3660 1073741823
24855 28489 1073741823
25972 29801 1073741823
28165 28746 1073741823
4896 27182 1073741823
18891 20070 1073741823
14547 29589 1073741823
13196 22875 1073741823
28636 28762 1073741823
1025 11972 1073741823
12437 22283 1073741823
27137 28754 1073741823
1126 9640 1073741823
22385 23206 1073741823
505 8690 1073741823
6205 29693 1073741823
16126 29400 1073741823
16823 18549 1073741823
29728 29774 1073741823
2911 9423 1073741823
26408 28487 1073741823
4277 28270 1073741823
1713 19292 1073741823
25931 27047 1073741823
13323 17861 1073741823
12062 29368 1073741823
20532 26211 1073741823
15142 24593 1073741823
5379 15703 1073741823
16428 17108 1073741823
3751 3902 1073741823
17372 27168 1073741823
18768 19133 1073741823
22043 29414 1073741823
1836 20177 1073741823
5787 8608 1073741823
4757 9053 1073741823
14508 16334 1073741823
137 26478 1073741823
1061 3323 1073741823
554 20392 1073741823
15267 19712 1073741823
19878 24770 1073741823
16193 19534 1073741823
5514 28132 1073741823
9545 25875 1073741823
26643 28191 1073741823
14170 17305 1073741823
1269 22526 1073741823
9451 14150 1073741823
6784 9066 1073741823
10974 14411 1073741823
18895 26077 1073741823
22872 28202 1073741823
15171 15868 1073741823
27601 29525 1073741823
22320 23032 1073741823
26471 28196 1073741823
421 23761 1073741823
29560 29838 1073741823
8594 11281 1073741823
8303 11125 1073741823
10837 15985 1073741823
4318 9546 1073741823
16726 25678 1073741823
14542 21439 1073741823
19972 24902 1073741823
10067 10621 1073741823
9534 19560 1073741823
3683 13758 1073741823
28615 29282 1073741823
1975 5454 1073741823
21748 25464 1073741823
2531 15099 1073741823
15784 27941 1073741823
6387 9272 1073741823
17282 19513 1073741823
20295 25779 1073741823
8277 12278 1073741823
12945 19726 1073741823
12761 28749 1073741823
8300 19199 1073741823
26016 29023 1073741823
12063 28649 1073741823
8523 20093 1073741823
578 11901 1073741823
1485 5660 1073741823
12481 28515 1073741823
22032 22824 1073741823
21326 26025 1073741823
14343 29826 1073741823
13531 13772 1073741823
27076 29342 1073741823
21369 28032 1073741823
14588 21033 1073741823
17051 26450 1073741823
28135 29400 1073741823
28270 28456 1073741823
18748 23547 1073741823
10605 23505 1073741823
7772 12288 1073741823
14384 28544 1073741823
24013 28426 1073741823
20356 22276 1073741823
9195 24672 1073741823
14529 15723 1073741823
8154 28079 1073741823
4184 4665 1073741823
26303 26496 1073741823
21164 21886 1073741823
1840 8355 1073741823
11043 23608 1073741823
28905 29098 1073741823
14716 28904 1073741823
1216 19429 1073741823
16739 26210 1073741823
24795 25231 1073741823
786 11193 1073741823
15648 17612 1073741823
25947 27374 1073741823
27629 28303 1073741823
2068 24517 1073741823
21257 29795 1073741823
14481 24269 1073741823
28891 29008 1073741823
344 17229 1073741823
16858 28441 1073741823
6737 12817 1073741823
6725 12679 1073741823
7229 29785 1073741823
18452 29522 1073741823
26153 27481 1073741823
4398 7910 1073741823
25427 28738 1073741823
25052 29676 1073741823
17004 29836 1073741823
16254 20316 1073741823
7662 11888 1073741823
21373 24936 1073741823
2431 23016 1073741823
8832 15063 1073741823
27831 29346 1073741823
17379 24358 1073741823
590 9357 1073741823
11621 24671 1073741823
13658 20894 1073741823
26400 28498 1073741823
19176 23135 1073741823
15295 21760 1073741823
10505 26426 1073741823
14571 16309 1073741823
1455 18128 1073741823
5126 12873 1073741823
23287 26304 1073741823
18204 21283 1073741823
681 11706 1073741823
1254 12757 1073741823
26334 28073 1073741823
3121 8391 1073741823
6466 26460 1073741823
20911 27440 1073741823
10106 20836 1073741823
22989 29888 1073741823
26312 29804 1073741823
20724 20824 1073741823
2012 15697 1073741823
21299 30000 1073741823
26333 26586 1073741823
17133 26818 1073741823
9176 11798 1073741823
671 5727 1073741823
2056 3939 1073741823
23045 23233 1073741823
6824 16075 1073741823
15790 25134 1073741823
22869 28279 1073741823
4749 10368 1073741823
6470 12162 1073741823
15361 17325 1073741823
29936 29979 1073741823
9527 20804 1073741823
5893 23582 1073741823
26014 29819 1073741823
8846 16365 1073741823
2459 25715 1073741823
24889 28796 1073741823
21375 28817 1073741823
11252 22979 1073741823
2230 26940 1073741823
16826 19420 1073741823
8000 16045 1073741823
173 1203 1073741823
24422 27388 1073741823
13670 19842 1073741823
19877 25866 1073741823
29833 29996 1073741823
28911 28971 1073741823
12956 18986 1073741823
18707 22933 1073741823
3609 7120 1073741823
2425 27588 1073741823
2705 21906 1073741823
27666 27868 1073741823
25908 28716 1073741823
12431 22786 1073741823
6591 14393 1073741823
7121 23023 1073741823
4469 7835 1073741823
2977 3855 1073741823
10881 15306 1073741823
29346 29632 1073741823
10426 19944 1073741823
20611 27359 1073741823
3960 25877 1073741823
1353 13367 1073741823
19878 23370 1073741823
18413 27550 1073741823
28697 29513 1073741823
578 15890 1073741823
20000 22595 1073741823
24569 26097 1073741823
25693 25731 1073741823
16968 28068 1073741823
20947 25656 1073741823
20136 25708 1073741823
11071 13579 1073741823
13022 13558 1073741823
6316 19531 1073741823
17501 18130 1073741823
28994 29187 1073741823
6842 12594 1073741823
18783 29919 1073741823
11872 16585 1073741823
9961 19369 1073741823
20357 28141 1073741823
20450 27148 1073741823
2397 15614 1073741823
26428 28645 1073741823
17805 21685 1073741823
19439 20365 1073741823
17378 25684 1073741823
28234 28600 1073741823
14915 29043 1073741823
3974 13084 1073741823
12516 15187 1073741823
8097 26528 1073741823
28349 28353 1073741823
11626 13234 1073741823
2619 24799 1073741823
7384 12248 1073741823
29237 29437 1073741823
6047 11763 1073741823
801 22095 1073741823
27653 29934 1073741823
1880 10746 1073741823
19954 28035 1073741823
27319 28691 1073741823
11847 17486 1073741823
22712 23634 1073741823
7281 11084 1073741823
24192 27218 1073741823
26174 28521 1073741823
24426 28928 1073741823
27119 28331 1073741823
3300 25494 1073741823
20110 25564 1073741823
360 27787 1073741823
5762 8441 1073741823
1967 29263 1073741823
16480 24671 1073741823
25121 26362 1073741823
27140 28391 1073741823
9871 18526 1073741823
10721 13701 1073741823
548 28757 1073741823
4757 14540 1073741823
1129 26350 1073741823
5312 18750 1073741823
1145 10851 1073741823
13079 14660 1073741823
19397 27464 1073741823
15540 17019 1073741823
17160 28341 1073741823
432 8560 1073741823
13677 29739 1073741823
13812 13878 1073741823
5440 17599 1073741823
284 16076 1073741823
16082 18308 1073741823
9150 13335 1073741823
20081 20462 1073741823
2329 17162 1073741823
4759 7426 1073741823
2464 17724 1073741823
28258 28327 1073741823
265 4917 1073741823
16452 26814 1073741823
27634 28254 1073741823
8444 19605 1073741823
21076 22742 1073741823
3781 4267 1073741823
8810 12530 1073741823
22733 24355 1073741823
3315 14245 1073741823
24296 24915 1073741823
25222 26785 1073741823
1110 27655 1073741823
23334 29293 1073741823
7651 26305 1073741823
1766 3061 1073741823
4733 20911 1073741823
4078 9278 1073741823
18379 26472 1073741823
25839 26166 1073741823
10540 28796 1073741823
17812 27930 1073741823
1262 22800 1073741823
24425 27240 1073741823
5040 20451 1073741823
3104 22657 1073741823
5690 7945 1073741823
12514 22909 1073741823
25419 26158 1073741823
10211 10614 1073741823
29667 29949 1073741823
26681 26936 1073741823
24290 25146 1073741823
24558 26317 1073741823
9153 14471 1073741823
13396 19636 1073741823
3456 19495 1073741823
23704 28617 1073741823
16863 20869 1073741823
19098 20213 1073741823
20689 24291 1073741823
5628 29247 1073741823
22574 22603 1073741823
23930 27341 1073741823
4008 26008 1073741823
21113 23455 1073741823
20736 29882 1073741823
8930 16310 1073741823
28794 29853 1073741823
13616 16875 1073741823
1118 28936 1073741823
27336 29557 1073741823
9184 10234 1073741823
23689 29232 1073741823
5234 24076 1073741823
17829 24195 1073741823
16152 17892 1073741823
4271 22673 1073741823
1789 2642 1073741823
15093 15509 1073741823
9861 16357 1073741823
527 3256 1073741823
21922 25298 1073741823
4024 5208 1073741823
2091 16347 1073741823
6109 11112 1073741823
21145 23314 1073741823
7412 9617 1073741823
26164 29744 1073741823
20111 20720 1073741823
1086 21774 1073741823
13873 15718 1073741823
12654 14476 1073741823
9824 22310 1073741823
15776 20715 1073741823
8187 16774 1073741823
29642 29927 1073741823
8654 21441 1073741823
1586 8076 1073741823
5732 8079 1073741823
2782 4388 1073741823
21532 24299 1073741823
7244 17423 1073741823
25471 29353 1073741823
29284 29904 1073741823
2721 6549 1073741823
1963 7439 1073741823
1510 26280 1073741823
7865 23770 1073741823
17720 20923 1073741823
15341 20615 1073741823
26422 29817 1073741823
26463 26737 1073741823
24798 29289 1073741823
19222 26759 1073741823
8845 10762 1073741823
380 11135 1073741823
1254 18994 1073741823
10254 13973 1073741823
23314 29166 1073741823
2648 3648 1073741823
376 6639 1073741823
1009 11277 1073741823
8814 16070 1073741823
8675 15850 1073741823
8030 9175 1073741823
1358 5541 1073741823
28491 28683 1073741823
5420 11993 1073741823
12902 24468 1073741823
28856 29514 1073741823
9180 29819 1073741823
6379 14812 1073741823
24051 24896 1073741823
11080 16518 1073741823
9301 27175 1073741823
5113 21651 1073741823
10411 10536 1073741823
5896 9889 1073741823
2110 17542 1073741823
1186 19581 1073741823
11002 24916 1073741823
24761 25080 1073741823
6885 11235 1073741823
13594 22193 1073741823
19854 28081 1073741823
10111 10915 1073741823
3577 14225 1073741823
8725 14738 1073741823
6106 21833 1073741823
16224 16679 1073741823
25583 26181 1073741823
6445 10236 1073741823
3731 5031 1073741823
968 8932 1073741823
3217 5088 1073741823
2416 16981 1073741823
8758 17113 1073741823
14856 19885 1073741823
20650 27030 1073741823
8975 14009 1073741823
11648 29945 1073741823
978 12725 1073741823
22667 27311 1073741823
4576 19452 1073741823
1011 4590 1073741823
25023 29965 1073741823
17033 21268 1073741823
18397 19629 1073741823
4184 10378 1073741823
17865 24404 1073741823
18812 19638 1073741823
22435 23511 1073741823
824 25863 1073741823
13778 20525 1073741823
1554 25217 1073741823
24308 28448 1073741823
4449 25339 1073741823
2283 20462 1073741823
2570 27961 1073741823
310 15252 1073741823
16999 19098 1073741823
29645 29931 1073741823
27850 29636 1073741823
29170 29743 1073741823
20257 26279 1073741823
18292 26053 1073741823
12762 17812 1073741823
3925 15119 1073741823
4136 27292 1073741823
26494 26494 1073741823
2390 14343 1073741823
3250 22552 1073741823
1836 5592 1073741823
29377 29774 1073741823
432 5006 1073741823
11518 11911 1073741823
14174 17776 1073741823
15090 15491 1073741823
4955 9023 1073741823
3410 12969 1073741823
12310 19954 1073741823
22319 23136 1073741823
18257 25899 1073741823
2621 2642 1073741823
20271 28225 1073741823
18038 19832 1073741823
28046 28619 1073741823
29743 29877 1073741823
13718 18653 1073741823
8748 26034 1073741823
25490 26205 1073741823
240 3542 1073741823
2815 4773 1073741823
24727 25194 1073741823
27363 28530 1073741823
13287 21256 1073741823
23649 27941 1073741823
10083 11415 1073741823
3977 4224 1073741823
6867 22937 1073741823
2677 24497 1073741823
11809 22205 1073741823
7825 13999 1073741823
341 13431 1073741823
18490 23581 1073741823
12483 26940 1073741823
11403 24591 1073741823
24963 27866 1073741823
10611 13128 1073741823
29218 29324 1073741823
11275 15793 1073741823
9111 13929 1073741823
16679 17629 1073741823
20089 28487 1073741823
5164 18579 1073741823
831 18004 1073741823
20513 24207 1073741823
24039 24835 1073741823
5896 24480 1073741823
17419 28734 1073741823
878 13436 1073741823
9968 26077 1073741823
26689 29272 1073741823
6161 24935 1073741823
17122 18816 1073741823
24829 25814 1073741823
4987 7985 1073741823
15948 27116 1073741823
3987 6224 1073741823
18135 19184 1073741823
25311 29486 1073741823
21289 26970 1073741823
29275 29740 1073741823
1024 4756 1073741823
21914 26828 1073741823
28728 28931 1073741823
1322 22137 1073741823
28955 29116 1073741823
9820 18671 1073741823
26289 26793 1073741823
19315 27191 1073741823
654 1169 1073741823
25050 29114 1073741823
2541 20030 1073741823
15562 18237 1073741823
28391 29618 1073741823
3404 15470 1073741823
2537 3149 1073741823
1869 20324 1073741823
1892 3014 1073741823
23792 26828 1073741823
24006 27926 1073741823
1064 4950 1073741823
24490 29714 1073741823
1365 5308 1073741823
15947 29010 1073741823
1566 6372 1073741823
4159 10334 1073741823
23505 27811 1073741823
12386 15448 1073741823
503 1144 1073741823
2320 15914 1073741823
10523 20287 1073741823
8087 19995 1073741823
26908 28774 1073741823
29675 29906 1073741823
13233 15368 1073741823
2204 9266 1073741823
15357 30000 1073741823
9990 17399 1073741823
1844 25741 1073741823
13256 20442 1073741823
20124 24462 1073741823
10103 22202 1073741823
18951 23136 1073741823
2659 4519 1073741823
23616 29398 1073741823
15289 20792 1073741823
20468 24832 1073741823
15131 27423 1073741823
13811 19207 1073741823
3630 8137 1073741823
25734 25968 1073741823
4258 26201 1073741823
260 21227 1073741823
24471 27386 1073741823
18336 29571 1073741823
14 10489 1073741823
1413 10260 1073741823
18845 29666 1073741823
1013 5800 1073741823
26984 27740 1073741823
3277 22930 1073741823
4428 10661 1073741823
8061 17943 1073741823
10077 14655 1073741823
20472 26546 1073741823
2451 27176 1073741823
2279 3658 1073741823
14784 16159 1073741823
306 4355 1073741823
1477 20696 1073741823
1713 19310 1073741823
6 21899 1073741823
9264 11859 1073741823
23579 29549 1073741823
14802 23228 1073741823
969 13137 1073741823
6343 6746 1073741823
768 26888 1073741823
14689 27519 1073741823
21317 29197 1073741823
23891 29907 1073741823
2131 28290 1073741823
4875 10282 1073741823
27614 28609 1073741823
834 24764 1073741823
1225 11708 1073741823
15569 22703 1073741823
13464 13608 1073741823
29382 29951 1073741823
10328 16381 1073741823
24759 29768 1073741823
2206 3558 1073741823
18774 28942 1073741823
17101 28981 1073741823
17222 19235 1073741823
20924 25841 1073741823
18477 27371 1073741823
25959 26276 1073741823
14859 29738 1073741823
13028 20383 1073741823
21194 26468 1073741823
153 973 1073741823
12822 25364 1073741823
17069 27519 1073741823
2110 7060 1073741823
23484 27235 1073741823
18043 23567 1073741823
21967 22433 1073741823
11169 19997 1073741823
10123 11512 1073741823
26325 27113 1073741823
22952 25618 1073741823
16046 21545 1073741823
8357 16643 1073741823
3518 23848 1073741823
16058 23922 1073741823
21538 26665 1073741823
16911 27987 1073741823
1880 4484 1073741823
29483 29642 1073741823
